Handle,Title,Vendor,SKU,Retail Price,Cost Per Item
denim-denim-summer-dress,Denim | Denim Summer Dress,L'ovedbaby,D428DNM-6/9M,46.0,39.1
denim-kids-denim-button-up-s-sleeve,Denim | Kids' Denim Button-Up S/Sleeve,L'ovedbaby,KD351DNM-2T,34.0,28.9
denim-kids-denim-cargo-short,Denim | Kids' Denim Cargo Short,L'ovedbaby,KD348DNM-2T,29.5,25.08
denim-kids-denim-summer-dress,Denim | Kids' Denim Summer Dress,L'ovedbaby,KD428DNM-2T,48.0,40.8
flamingo-organic-smocked-headband,Flamingo | Organic Smocked Headband,L'ovedbaby,ORP504FLA-0/12M,12.5,10.63
frosty-pine-holiday-thermal-blanket,Frosty Pine | Holiday Thermal Blanket,L'ovedbaby,HT111FrPi,34.0,28.9
ghosts-organic-smocked-headband,Ghosts | Organic Smocked Headband,L'ovedbaby,ORP504ght-0/12M,12.5,10.63
frosty-pine-holiday-thermal-long-sleeve-pj-cap-set,Holiday Thermal Long-Sleeve PJ & Cap Set,L'ovedbaby,KHT345FrPi-12/18M,54.0,45.9
santas-sleigh-holiday-thermal-long-sleeve-pj-cap-set,Holiday Thermal Long-Sleeve PJ & Cap Set,L'ovedbaby,KHT345SntSl-12/18M,54.0,45.9
snowy-night-holiday-thermal-long-sleeve-pj-cap-set,Holiday Thermal Long-Sleeve PJ & Cap Set,L'ovedbaby,KHT345SnNi-12/18M,54.0,45.9
santas-sleigh-holiday-thermal-zipper-footie-cap-set,Holiday Thermal Zipper Footie & Cap Set,L'ovedbaby,HT423SntSl-nb,50.0,42.5
frosty-pine-holiday-thermal-zipper-footie-cap-set,Holiday Thermal Zipper Footie & Cap Set,L'ovedbaby,HT423FrPi-nb,50.0,42.5
snowy-night-holiday-thermal-zipper-footie-cap-set,Holiday Thermal Zipper Footie & Cap Set,L'ovedbaby,HT423SnNi-nb,50.0,42.5
jack-o-lanterns-organic-smocked-headband,Jack-o-Lanterns | Organic Smocked Headband,L'ovedbaby,ORP504jol-0/12M,12.5,10.63
moonstone-kids-organic-muslin-sleeveless-romper,Kid's Organic Muslin Sleeveless Romper,L'ovedbaby,KN402mn-2T,40.0,34.0
chia-seed-kids-organic-muslin-sleeveless-romper,Kid's Organic Muslin Sleeveless Romper,L'ovedbaby,KN402chs-2T,40.0,34.0
moonstone-dolphin-kids-organic-muslin-summer-dress,Kid's Organic Muslin Summer Dress,L'ovedbaby,KN428DLPHmn-2T,50.0,42.5
oatmeal-sailboat-kids-organic-muslin-summer-dress,Kid's Organic Muslin Summer Dress,L'ovedbaby,KN428SAILoat-2T,50.0,42.5
chia-anchor-kids-organic-muslin-summer-dress,Kid's Organic Muslin Summer Dress,L'ovedbaby,KN428ANCHchs-2T,50.0,42.5
adobe-seahorse-kids-organic-muslin-summer-dress,Kid's Organic Muslin Summer Dress,L'ovedbaby,KN428SEAHadb-2T,50.0,42.5
black-kids-organic-pj-set,Kid's Organic PJ Set,L'ovedbaby,KOR345blk-12/18M,45.0,38.25
gray-kids-organic-pj-set,Kid's Organic PJ Set,L'ovedbaby,KOR345g-12/18M,45.0,38.25
oatmeal-kids-organic-pj-set,Kid's Organic PJ Set,L'ovedbaby,KOR345oml-12/18M,45.0,38.25
mauve-kids-organic-pj-set,Kid's Organic PJ Set,L'ovedbaby,KOR345m-12/18M,45.0,38.25
light-gray-kids-organic-pj-set,Kid's Organic PJ Set,L'ovedbaby,KOR345lg-12/18M,45.0,38.25
adobe-kids-muslin-button-up-s-sleeve,Kids' Muslin Button-Up S/Sleeve,L'ovedbaby,KN351adb-2T,34.0,28.9
chia-anchor-kids-muslin-button-up-s-sleeve,Kids' Muslin Button-Up S/Sleeve,L'ovedbaby,KN351ANCHchs-2T,34.0,28.9
moonstone-kids-muslin-button-up-s-sleeve,Kids' Muslin Button-Up S/Sleeve,L'ovedbaby,KN351mn-2T,34.0,28.9
oatmeal-sailboat-kids-muslin-button-up-s-sleeve,Kids' Muslin Button-Up S/Sleeve,L'ovedbaby,KN351SAILoat-2T,34.0,28.9
sea-turtle-kids-organic-boxy-tee,Kids' Organic Boxy Tee,L'ovedbaby,KORP350SEA-2T,28.0,23.8
flamingo-kids-organic-boxy-tee,Kids' Organic Boxy Tee,L'ovedbaby,KORP350FLA-2T,28.0,23.8
alligator-kids-organic-boxy-tee,Kids' Organic Boxy Tee,L'ovedbaby,KORP350ALL-2T,28.0,23.8
shark-kids-organic-boxy-tee,Kids' Organic Boxy Tee,L'ovedbaby,KORP350SHK-2T,28.0,23.8
farm-friends-kids-organic-button-up-s-sleeve,Kids' Organic Button-Up S/Sleeve,L'ovedbaby,KORP351FARM-2T,32.0,27.2
highland-cow-kids-organic-button-up-s-sleeve,Kids' Organic Button-Up S/Sleeve,L'ovedbaby,KORP351HGHC-2T,32.0,27.2
bison-kids-organic-button-up-s-sleeve,Kids' Organic Button-Up S/Sleeve,L'ovedbaby,KORP351BIS-2T,32.0,27.2
cherry-fox-kids-organic-cozy-graphic-sweatshirt-jogger-set,Kids' Organic Cozy Graphic Sweatshirt & Jogger Set,L'ovedbaby,KCCP703FOXch-2T,64.0,54.4
latte-bear-kids-organic-cozy-graphic-sweatshirt-jogger-set,Kids' Organic Cozy Graphic Sweatshirt & Jogger Set,L'ovedbaby,KCCP703BERltt-2T,64.0,54.4
moonstone-whale-kids-organic-cozy-graphic-sweatshirt-jogger-set,Kids' Organic Cozy Graphic Sweatshirt & Jogger Set,L'ovedbaby,KCCP703WHLmn-2T,64.0,54.4
bark-moose-kids-organic-cozy-graphic-sweatshirt-jogger-set,Kids' Organic Cozy Graphic Sweatshirt & Jogger Set,L'ovedbaby,KCCP703MOSbk-2T,64.0,54.4
coal-penguin-kids-organic-cozy-graphic-sweatshirt-jogger-set,Kids' Organic Cozy Graphic Sweatshirt & Jogger Set,L'ovedbaby,KCCP703PNGcol-2T,64.0,54.4
flamingo-kids-organic-flare-short,Kids' Organic Flare Short,L'ovedbaby,KORP349FLA-2T,28.0,23.8
sea-turtle-kids-organic-flare-short,Kids' Organic Flare Short,L'ovedbaby,KORP349SEA-2T,28.0,23.8
chia-seed-kids-organic-muslin-ruffle-jumper,Kids' Organic Muslin Ruffle Jumper,L'ovedbaby,KN315chs-2T,40.0,34.0
oatmeal-sailboat-kids-organic-muslin-ruffle-jumper,Kids' Organic Muslin Ruffle Jumper,L'ovedbaby,KN315SAILoat-2T,40.0,34.0
adobe-kids-organic-muslin-ruffle-jumper,Kids' Organic Muslin Ruffle Jumper,L'ovedbaby,KN315adb-2T,40.0,34.0
moonstone-dolphin-kids-organic-muslin-ruffle-jumper,Kids' Organic Muslin Ruffle Jumper,L'ovedbaby,KN315DLPHmn-2T,40.0,34.0
farm-friends-kids-organic-pj-set,Kids' Organic PJ Set,L'ovedbaby,KORP345FARM-2T,45.0,38.25
little-lasso-kids-organic-pj-set,Kids' Organic PJ Set,L'ovedbaby,KORP346LL-2T,42.0,35.7
blush-boots-kids-organic-pj-set,Kids' Organic PJ Set,L'ovedbaby,KORP346BLB-2T,42.0,35.7
howdy-kids-organic-pj-set,Kids' Organic PJ Set,L'ovedbaby,KORP346HWD-2T,42.0,35.7
bison-kids-organic-pj-set,Kids' Organic PJ Set,L'ovedbaby,KORP345BIS-2T,45.0,38.25
llama-kids-organic-pj-set,Kids' Organic PJ Set,L'ovedbaby,KORP345LMA-2T,45.0,38.25
highland-cow-kids-organic-pj-set,Kids' Organic PJ Set,L'ovedbaby,KORP345HGHC-2T,45.0,38.25
mom-heart-kids-organic-pj-set,Kids' Organic PJ Set,L'ovedbaby,KORP345MOM-12/18M,45.0,38.25
ghosts-kids-organic-pj-set,Kids' Organic PJ Set,L'ovedbaby,KORP345ght-12/18M,45.0,38.25
jack-o-lanterns-kids-organic-pj-set,Kids' Organic PJ Set,L'ovedbaby,KORP345jol-12/18M,45.0,38.25
buttercream-tree-kids-organic-pj-set,Kids' Organic PJ Set,L'ovedbaby,KORP345BT-2T,45.0,38.25
oatmeal-pinecone-kids-organic-pj-set,Kids' Organic PJ Set,L'ovedbaby,KORP345PCoat-2T,45.0,38.25
latte-mountain-kids-organic-pj-set,Kids' Organic PJ Set,L'ovedbaby,KORP345MTNltt-2T,45.0,38.25
owl-hoo-kids-organic-pj-set,Kids' Organic PJ Set,L'ovedbaby,KORP345dsrtOwl-2T,45.0,38.25
tiny-tortoise-kids-organic-pj-set,Kids' Organic PJ Set,L'ovedbaby,KORP345dsrtTtse-2T,45.0,38.25
little-fox-kids-organic-pj-set,Kids' Organic PJ Set,L'ovedbaby,KORP345dsrtFox-2T,45.0,38.25
alligator-kids-organic-s-sleeve-pj-set,Kids' Organic S/Sleeve PJ Set,L'ovedbaby,KORP347ALL-2T,42.0,35.7
shark-kids-organic-s-sleeve-pj-set,Kids' Organic S/Sleeve PJ Set,L'ovedbaby,KORP347SHK-2T,42.0,35.7
flamingo-kids-organic-s-sleeve-pj-set,Kids' Organic S/Sleeve PJ Set,L'ovedbaby,KORP347FLA-2T,42.0,35.7
sea-turtle-kids-organic-s-sleeve-pj-set,Kids' Organic S/Sleeve PJ Set,L'ovedbaby,KORP347SEA-2T,42.0,35.7
latte-mountain-organic-smocked-headband,Latte Mountain | Organic Smocked Headband,L'ovedbaby,ORP504MTNltt-0/12M,12.5,10.63
little-lasso-organic-smocked-headband,Little Lasso | Organic Smocked Headband,L'ovedbaby,ORP504LL-0/12M,12.5,10.63
blush-boots-lovey-with-removable-teething-ring,Lovey with Removable Teething Ring,L'ovedbaby,ORP902BLB,24.0,20.4
little-lasso-lovey-with-removable-teething-ring,Lovey with Removable Teething Ring,L'ovedbaby,ORP902LL,24.0,20.4
oatmeal-pinecone-lovey-with-removable-teething-ring,Lovey with Removable Teething Ring,L'ovedbaby,ORP902PCoat,24.0,20.4
latte-mountain-lovey-with-removable-teething-ring,Lovey with Removable Teething Ring,L'ovedbaby,ORP902MTNltt,24.0,20.4
mom-heart-organic-smocked-headband,Mom Heart | Organic Smocked Headband,L'ovedbaby,ORP504MOM-0/12M,12.5,10.63
mommy-me-bundle-in-light-gray,Mommy & Me Bundle,L'ovedbaby,ORW735LG-0892D21F,120.0,102.0
mommy-me-bundle-in-oatmeal,Mommy & Me Bundle,L'ovedbaby,ORW735OML-XS-S-A830E4A9,110.0,93.5
mommy-me-bundle-in-mauve,Mommy & Me Bundle,L'ovedbaby,ORW735M-XS-S-C305581E,110.0,93.5
mommy-me-bundle-in-gray,Mommy & Me Bundle,L'ovedbaby,ORW735G-XS-S-48AC283B,110.0,93.5
mommy-me-bundle-in-black,Mommy & Me Bundle,L'ovedbaby,ORW735M-XS-S-A1516EC7,110.0,93.5
oatmeal-pinecone-organic-smocked-headband,Oatmeal Pinecone | Organic Smocked Headband,L'ovedbaby,ORP504PCoat-0/12M,12.5,10.63
oatmeal-kids-organic-sleeveless-western-dress,Oatmeal | Kids' Organic Sleeveless Western Dress,L'ovedbaby,KTW429oml-2T,48.0,40.8
oatmeal-kids-organic-western-romper,Oatmeal | Kids' Organic Western Romper,L'ovedbaby,KTW642oml-2T,40.0,34.0
oatmeal-kids-western-button-up-shirt,Oatmeal | Kids' Western Button-Up Shirt,L'ovedbaby,KTW343oml-2T,34.0,28.9
oatmeal-organic-sleeveless-western-dress,Oatmeal | Organic Sleeveless Western Dress,L'ovedbaby,TW429oml-6/9M,46.0,39.1
oatmeal-organic-twill-smocked-headband,Oatmeal | Organic Twill Smocked Headband,L'ovedbaby,TW504oml-0/12M,12.5,10.63
oatmeal-organic-western-romper,Oatmeal | Organic Western Romper,L'ovedbaby,TW642oml-0/3M,36.0,30.6
oatmeal-pinecone-organic-2-layer-reversible-bib,Organic 2-Layer Reversible Bib,L'ovedbaby,ORP561PCoat,18.0,15.3
latte-mountain-organic-2-layer-reversible-bib,Organic 2-Layer Reversible Bib,L'ovedbaby,ORP561MTNltt,18.0,15.3
buttercream-tree-organic-2-layer-reversible-bib,Organic 2-Layer Reversible Bib,L'ovedbaby,ORP561BT,18.0,15.3
gentle-herd-organic-bandana-bib-3-pack,Organic Bandana Bib 3-Pack,L'ovedbaby,ORP756TGH,30.0,25.5
pine-peak-organic-bandana-bib-3-pack,Organic Bandana Bib 3-Pack,L'ovedbaby,ORP756pipk,30.0,25.5
flamingo-organic-bandana-bib-2-pack,"Organic Bandana Bib, 2-Pack",L'ovedbaby,ORP757FLA,20.0,17.0
alligator-organic-bandana-bib-2-pack,"Organic Bandana Bib, 2-Pack",L'ovedbaby,ORP757ALL,20.0,17.0
little-lasso-organic-bandana-bib-2-pack,"Organic Bandana Bib, 2-Pack",L'ovedbaby,ORP757LL,20.0,17.0
blush-boots-organic-bandana-bib-2-pack,"Organic Bandana Bib, 2-Pack",L'ovedbaby,ORP757BLB,20.0,17.0
sea-turtle-organic-blanket,Organic Blanket,L'ovedbaby,ORP111SEA,32.0,27.2
flamingo-organic-blanket,Organic Blanket,L'ovedbaby,ORP111FLA,32.0,27.2
alligator-organic-blanket,Organic Blanket,L'ovedbaby,ORP111ALL,32.0,27.2
shark-organic-blanket,Organic Blanket,L'ovedbaby,ORP111SHK,32.0,27.2
farm-friends-organic-blanket,Organic Blanket,L'ovedbaby,ORP111FARM,32.0,27.2
highland-cow-organic-blanket,Organic Blanket,L'ovedbaby,ORP111HGHC,32.0,27.2
little-lasso-organic-blanket,Organic Blanket,L'ovedbaby,ORP111LL,32.0,27.2
howdy-organic-blanket,Organic Blanket,L'ovedbaby,ORP111HWD,32.0,27.2
blush-boots-organic-blanket,Organic Blanket,L'ovedbaby,ORP111BLB,32.0,27.2
coral-stripe-organic-blanket,Organic Blanket,L'ovedbaby,OR111sco,30.0,25.5
llama-organic-blanket,Organic Blanket,L'ovedbaby,ORP111LMA,32.0,27.2
bark-stripe-organic-blanket,Organic Blanket,L'ovedbaby,OR111sbk,30.0,25.5
eggplant-stripe-organic-blanket,Organic Blanket,L'ovedbaby,OR111seg,30.0,25.5
slate-stripe-organic-blanket,Organic Blanket,L'ovedbaby,OR111ssl,30.0,25.5
coral-light-gray-stripe-organic-blanket,Organic Blanket,L'ovedbaby,OR111SCOLG,30.0,25.5
mauve-gray-stripe-organic-blanket,Organic Blanket,L'ovedbaby,OR111SMG,30.0,25.5
navy-light-gray-stripe-organic-blanket,Organic Blanket,L'ovedbaby,OR111SNLG,30.0,25.5
lavender-eggplant-organic-blanket,Organic Blanket,L'ovedbaby,OR111SLE,30.0,25.5
eggplant-stone-stripe-organic-blanket,Organic Blanket,L'ovedbaby,OR111SEST,30.0,25.5
gray-seafoam-stripe-organic-blanket,Organic Blanket,L'ovedbaby,OR111SGSF,32.0,20.4
oatmeal-pinecone-organic-blanket,Organic Blanket,L'ovedbaby,ORP111PCoat,30.0,25.5
buttercream-tree-organic-blanket,Organic Blanket,L'ovedbaby,ORP111BT,32.0,27.2
latte-mountain-organic-blanket,Organic Blanket,L'ovedbaby,ORP111MTNltt,32.0,27.2
little-fox-organic-blanket,Organic Blanket,L'ovedbaby,ORP111dsrtFox,32.0,27.2
tiny-tortoise-organic-blanket,Organic Blanket,L'ovedbaby,ORP111dsrtTtse,32.0,27.2
owl-hoo-organic-blanket,Organic Blanket,L'ovedbaby,ORP111dsrtOwl,32.0,13.6
oatmeal-organic-blanket,Organic Blanket,L'ovedbaby,OR111oml,30.0,25.5
blush-organic-blanket,Organic Blanket,L'ovedbaby,OR111bl,30.0,25.5
moonbeam-organic-blanket,Organic Blanket,L'ovedbaby,OR111mb,30.0,25.5
stone-organic-blanket,Organic Blanket,L'ovedbaby,OR111st,30.0,25.5
slate-organic-blanket,Organic Blanket,L'ovedbaby,OR111sl,30.0,25.5
sage-organic-blanket,Organic Blanket,L'ovedbaby,OR111s,30.0,25.5
seafoam-organic-blanket,Organic Blanket,L'ovedbaby,OR111sf,30.0,25.5
white-organic-blanket,Organic Blanket,L'ovedbaby,OR111w,30.0,25.5
black-organic-blanket,Organic Blanket,L'ovedbaby,OR111blk,30.0,25.5
buttercream-organic-blanket,Organic Blanket,L'ovedbaby,OR111b,30.0,25.5
lavender-organic-blanket,Organic Blanket,L'ovedbaby,OR111L,30.0,25.5
eggplant-organic-blanket,Organic Blanket,L'ovedbaby,OR111e,30.0,25.5
coral-organic-blanket,Organic Blanket,L'ovedbaby,OR111co,30.0,25.5
light-gray-organic-blanket,Organic Blanket,L'ovedbaby,OR111lg,30.0,25.5
navy-organic-blanket,Organic Blanket,L'ovedbaby,OR111n,30.0,25.5
gray-organic-blanket,Organic Blanket,L'ovedbaby,OR111g,30.0,25.5
mauve-organic-blanket,Organic Blanket,L'ovedbaby,OR111m,30.0,25.5
blush-boots-organic-bowtie-shoulder-bodysuit,Organic Bowtie Shoulder Bodysuit,L'ovedbaby,ORP318BLB-0/3M,34.0,28.9
howdy-organic-bowtie-shoulder-bodysuit,Organic Bowtie Shoulder Bodysuit,L'ovedbaby,ORP318HWD-0/3M,34.0,28.9
flamingo-organic-boxy-tee,Organic Boxy Tee,L'ovedbaby,ORP350FLA-0/3M,26.0,22.1
alligator-organic-boxy-tee,Organic Boxy Tee,L'ovedbaby,ORP350ALL-0/3M,26.0,22.1
shark-organic-boxy-tee,Organic Boxy Tee,L'ovedbaby,ORP350SHK-0/3M,26.0,22.1
sea-turtle-organic-boxy-tee,Organic Boxy Tee,L'ovedbaby,ORP350SEA-0/3M,26.0,22.1
blush-boots-organic-bubble-romper,Organic Bubble Romper,L'ovedbaby,ORP419BLB-0/3M,36.0,30.6
howdy-organic-bubble-romper,Organic Bubble Romper,L'ovedbaby,ORP419HWD-0/3M,36.0,30.6
alligator-organic-bucket-hat,Organic Bucket Hat,L'ovedbaby,ORP200ALL-6/12M,20.0,17.0
flamingo-organic-bucket-hat,Organic Bucket Hat,L'ovedbaby,ORP200FLA-6/12M,20.0,17.0
sea-turtle-organic-bucket-hat,Organic Bucket Hat,L'ovedbaby,ORP200SEA-6/12M,20.0,17.0
shark-organic-bucket-hat,Organic Bucket Hat,L'ovedbaby,ORP200SHK-6/12M,20.0,17.0
alligator-organic-cargo-short,Organic Cargo Short,L'ovedbaby,ORP348ALL-0/3M,26.0,22.1
shark-organic-cargo-short,Organic Cargo Short,L'ovedbaby,ORP348SHK-0/3M,26.0,22.1
coal-penguin-organic-cozy-blanket,Organic Cozy Blanket,L'ovedbaby,CCP111PNGcol,34.0,28.9
cherry-fox-organic-cozy-blanket,Organic Cozy Blanket,L'ovedbaby,CCP111FOXch,34.0,28.9
bark-moose-organic-cozy-blanket,Organic Cozy Blanket,L'ovedbaby,CCP111MOSbk,34.0,17.34
latte-bear-organic-cozy-blanket,Organic Cozy Blanket,L'ovedbaby,CCP111BERltt,34.0,17.34
moonstone-whale-organic-cozy-blanket,Organic Cozy Blanket,L'ovedbaby,CCP111WHLmn,34.0,17.34
coal-penguin-organic-cozy-graphic-sweatshirt-jogger-set,Organic Cozy Graphic Sweatshirt & Jogger Set,L'ovedbaby,CCP703PNGcol-0/3M,60.0,51.0
latte-bear-organic-cozy-graphic-sweatshirt-jogger-set,Organic Cozy Graphic Sweatshirt & Jogger Set,L'ovedbaby,CCP703BERltt-0/3M,60.0,51.0
bark-moose-organic-cozy-graphic-sweatshirt-jogger-set,Organic Cozy Graphic Sweatshirt & Jogger Set,L'ovedbaby,CCP703MOSbk-0/3M,60.0,51.0
cherry-fox-organic-cozy-graphic-sweatshirt-jogger-set,Organic Cozy Graphic Sweatshirt & Jogger Set,L'ovedbaby,CCP703FOXch-0/3M,60.0,51.0
moonstone-whale-organic-cozy-graphic-sweatshirt-jogger-set,Organic Cozy Graphic Sweatshirt & Jogger Set,L'ovedbaby,CCP703WHLmn-0/3M,60.0,51.0
coal-penguin-organic-cozy-knotted-hat,Organic Cozy Knotted Hat,L'ovedbaby,CCP384PNGcol-nb,14.0,11.9
moonstone-whale-organic-cozy-knotted-hat,Organic Cozy Knotted Hat,L'ovedbaby,CCP384WHLmn-nb,14.0,11.9
cherry-fox-organic-cozy-knotted-hat,Organic Cozy Knotted Hat,L'ovedbaby,CCP384FOXch-nb,14.0,11.9
bark-moose-organic-cozy-knotted-hat,Organic Cozy Knotted Hat,L'ovedbaby,CCP384MOSbk-nb,14.0,11.9
latte-bear-organic-cozy-knotted-hat,Organic Cozy Knotted Hat,L'ovedbaby,CCP384BERltt-nb,14.0,11.9
moonstone-whale-organic-cozy-zipper-footie,Organic Cozy Zipper Footie,L'ovedbaby,CCP424WHLmn-nb,38.0,19.38
latte-bear-organic-cozy-zipper-footie,Organic Cozy Zipper Footie,L'ovedbaby,CCP424BERltt-nb,38.0,32.3
coal-penguin-organic-cozy-zipper-footie,Organic Cozy Zipper Footie,L'ovedbaby,CCP424PNGcol-nb,38.0,32.3
bark-moose-organic-cozy-zipper-footie,Organic Cozy Zipper Footie,L'ovedbaby,CCP424MOSbk-nb,38.0,32.3
cherry-fox-organic-cozy-zipper-footie,Organic Cozy Zipper Footie,L'ovedbaby,CCP424FOXch-nb,38.0,32.3
moonstone-organic-cozy-zipper-romper,Organic Cozy Zipper Romper,L'ovedbaby,CC372mn-6/9M,38.0,32.3
latte-organic-cozy-zipper-romper,Organic Cozy Zipper Romper,L'ovedbaby,CC372ltt-6/9M,38.0,32.3
cherry-organic-cozy-zipper-romper,Organic Cozy Zipper Romper,L'ovedbaby,CC372ch-6/9M,38.0,32.3
bark-organic-cozy-zipper-romper,Organic Cozy Zipper Romper,L'ovedbaby,CC372bk-6/9M,38.0,32.3
coal-organic-cozy-zipper-romper,Organic Cozy Zipper Romper,L'ovedbaby,CC372col-6/9M,38.0,32.3
farm-friends-organic-crib-sheets,Organic Crib Sheets,L'ovedbaby,ORP114FARM,45.0,38.25
buttercream-tree-organic-crib-sheets,Organic Crib Sheets,L'ovedbaby,ORP114BT,45.0,38.25
oatmeal-pinecone-organic-crib-sheets,Organic Crib Sheets,L'ovedbaby,ORP114PCoat,45.0,15.3
latte-mountain-organic-crib-sheets,Organic Crib Sheets,L'ovedbaby,ORP114MTNltt,45.0,38.25
tiny-tortoise-organic-crib-sheets,Organic Crib Sheets,L'ovedbaby,ORP114dsrtTtse,45.0,38.25
owl-hoo-organic-crib-sheets,Organic Crib Sheets,L'ovedbaby,ORP114dsrtOwl,45.0,38.25
owl-hoo-graphic-organic-crib-sheets,Organic Crib Sheets,L'ovedbaby,ORP114GRPHdsrtOwl,45.0,38.25
little-fox-organic-crib-sheets,Organic Crib Sheets,L'ovedbaby,ORP114dsrtFox,45.0,38.25
tiny-tortoise-graphic-organic-crib-sheets,Organic Crib Sheets,L'ovedbaby,ORP114GRPHdsrtTtse,45.0,38.25
little-fox-graphic-organic-crib-sheets,Organic Crib Sheets,L'ovedbaby,ORP114GRPHdsrtFox,45.0,38.25
oatmeal-feather-organic-crib-sheets,Organic Crib Sheets,L'ovedbaby,ORP114FTHoml,45.0,38.25
mauve-rainbow-organic-crib-sheets,Organic Crib Sheets,L'ovedbaby,ORP114RNBWm,45.0,38.25
buttercream-organic-criss-cross-bodysuit,Organic Criss-Cross Bodysuit,L'ovedbaby,OR322b-0/3M,25.0,21.25
white-organic-criss-cross-bodysuit,Organic Criss-Cross Bodysuit,L'ovedbaby,OR322w-0/3M,25.0,21.25
adobe-chia-plaid-organic-cuffed-muslin-overall,Organic Cuffed Muslin Overall,L'ovedbaby,NP497PLDabdchs-6/9M,38.0,32.3
moonstone-organic-cuffed-muslin-overall,Organic Cuffed Muslin Overall,L'ovedbaby,N497mn-6/9M,38.0,32.3
chia-seed-organic-cuffed-muslin-overall,Organic Cuffed Muslin Overall,L'ovedbaby,N497chs-6/9M,36.0,30.6
flamingo-organic-flare-short,Organic Flare Short,L'ovedbaby,ORP349FLA-0/3M,26.0,22.1
sea-turtle-organic-flare-short,Organic Flare Short,L'ovedbaby,ORP349SEA-0/3M,26.0,22.1
bark-stripe-organic-gown,Organic Gown,L'ovedbaby,OR442sbk-nb,32.0,27.2
seafoam-organic-gown,Organic Gown,L'ovedbaby,OR442sf-nb,32.0,27.2
gray-beige-organic-gown,Organic Gown,L'ovedbaby,OR442SGB-nb,32.0,27.2
gray-stripe-organic-gown,Organic Gown,L'ovedbaby,OR442sgr-nb,32.0,27.2
mauve-organic-gown,Organic Gown,L'ovedbaby,OR442m-nb,32.0,27.2
eggplant-organic-gown,Organic Gown,L'ovedbaby,OR442e-nb,32.0,27.2
seafoam-stripe-organic-gown,Organic Gown,L'ovedbaby,OR442ssf-nb,32.0,27.2
white-organic-gown,Organic Gown,L'ovedbaby,OR442w-nb,32.0,27.2
navy-white-organic-gown,Organic Gown,L'ovedbaby,OR442SNW-nb,32.0,27.2
black-organic-gown,Organic Gown,L'ovedbaby,OR442blk-nb,32.0,27.2
lavender-eggplant-organic-gown,Organic Gown,L'ovedbaby,OR442SLE-nb,32.0,27.2
eggplant-stripe-organic-gown,Organic Gown,L'ovedbaby,OR442seg-nb,32.0,27.2
navy-organic-gown,Organic Gown,L'ovedbaby,OR442n-nb,32.0,27.2
slate-organic-gown,Organic Gown,L'ovedbaby,OR442sl-nb,32.0,27.2
buttercream-tree-organic-henley-sweatshirt-jogger-set,Organic Henley Sweatshirt & Jogger Set,L'ovedbaby,ORP724BT-0/3M,56.0,47.6
oatmeal-pinecone-organic-henley-sweatshirt-jogger-set,Organic Henley Sweatshirt & Jogger Set,L'ovedbaby,ORP724PCoat-0/3M,56.0,47.6
latte-mountain-organic-henley-sweatshirt-jogger-set,Organic Henley Sweatshirt & Jogger Set,L'ovedbaby,ORP724MTNltt-0/3M,56.0,47.6
oatmeal-organic-kimono-bodysuit,Organic Kimono Bodysuit,L'ovedbaby,OR339oml-nb,25.0,21.25
moonbeam-organic-kimono-bodysuit,Organic Kimono Bodysuit,L'ovedbaby,OR339mb-nb,25.0,21.25
eggplant-stone-stripe-organic-kimono-bodysuit,Organic Kimono Bodysuit,L'ovedbaby,OR339SEST-nb,25.0,21.25
coral-light-gray-stripe-organic-kimono-bodysuit,Organic Kimono Bodysuit,L'ovedbaby,OR339SCOLG-nb,25.0,21.25
navy-light-gray-stripe-organic-kimono-bodysuit,Organic Kimono Bodysuit,L'ovedbaby,OR339SNLG-nb,25.0,21.25
gray-seafoam-stripe-organic-kimono-bodysuit,Organic Kimono Bodysuit,L'ovedbaby,OR339SGSF-nb,25.0,21.25
mauve-gray-stripe-organic-kimono-bodysuit,Organic Kimono Bodysuit,L'ovedbaby,OR339SMG-nb,25.0,21.25
slate-beige-stripe-organic-kimono-bodysuit,Organic Kimono Bodysuit,L'ovedbaby,OR339SSLB-nb,25.0,21.25
coral-organic-kimono-bodysuit,Organic Kimono Bodysuit,L'ovedbaby,OR339co-nb,25.0,21.25
white-organic-kimono-bodysuit,Organic Kimono Bodysuit,L'ovedbaby,OR339w-nb,25.0,21.25
black-organic-kimono-bodysuit,Organic Kimono Bodysuit,L'ovedbaby,OR339blk-nb,25.0,21.25
blush-organic-kimono-bodysuit,Organic Kimono Bodysuit,L'ovedbaby,OR339bl-nb,25.0,21.25
gray-organic-kimono-bodysuit,Organic Kimono Bodysuit,L'ovedbaby,OR339g-nb,25.0,21.25
seafoam-organic-kimono-bodysuit,Organic Kimono Bodysuit,L'ovedbaby,OR339sf-nb,25.0,21.25
mauve-organic-kimono-bodysuit,Organic Kimono Bodysuit,L'ovedbaby,OR339m-nb,25.0,21.25
sage-organic-kimono-bodysuit,Organic Kimono Bodysuit,L'ovedbaby,OR339s-nb,25.0,21.25
buttercream-organic-kimono-bodysuit,Organic Kimono Bodysuit,L'ovedbaby,OR339b-nb,25.0,21.25
lavender-organic-kimono-bodysuit,Organic Kimono Bodysuit,L'ovedbaby,OR339L-nb,25.0,21.25
eggplant-organic-kimono-bodysuit,Organic Kimono Bodysuit,L'ovedbaby,OR339e-nb,25.0,21.25
